stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
2507,32507,ch. Du Tremblay et de Toscane,45.5490599783354,-73.4427717456738,,,2
2509,32509,ch. Du Tremblay et civique 2790,45.5528585298063,-73.4357845806832,,,2
2510,32510,ch. Du Tremblay et civique 88,45.559688886981,-73.4272351860175,,,2
2512,32512,ch. Du Tremblay et GROUPE CANAM INC.,45.5661068249963,-73.4173959425412,,,2
2513,32513,Nobel et ch. Du Tremblay,45.5678805913916,-73.4160339390231,,,2
2514,32514,boul. de Mortagne et Jean-Neveu,45.5695359316601,-73.4498151720091,,,2
2516,32516,ch. du Lac et civique 2604,45.5674203390714,-73.4543557641853,,,2
2517,32517,ch. du Lac et Labadie,45.5654079999878,-73.45667515809,,,2
2518,32518,ch. du Lac et civique 2350,45.5635756194319,-73.4590172396236,,,2
2520,32520,de la Province et Bériault,45.5639010758481,-73.4729027965642,,,2
2521,32521,de la Province et Le Breton,45.5655624789152,-73.4702879840117,,,2
2522,32522,de la Province et boul. Guimond,45.5668270052845,-73.4682994851473,,,2
2523,32523,de la Province et Giffard,45.5703221797271,-73.4638580710992,,,2
2524,32524,de la Province et civique 2370,45.5716089538677,-73.4633007348799,,,2
2526,32526,de la Province et Talon,45.5739752903973,-73.4622805543407,,,2
2527,32527,Jean-Neveu et civique 450,45.5751474361745,-73.4643132134085,,,2
2528,32528,de la Métropole et Jean-Neveu,45.5757696663861,-73.4689207166583,,,2
2529,32529,de la Métropole et civique 2320,45.5725003551802,-73.4718025125951,,,2
